x,dydx
0.0,1.345709015879869
0.0031469162204302,1.3462111916117534
0.0065957514452748,1.3467630424545203
0.0068977235932834,1.3467973974118483
0.010649082774762,1.3473990124427913
0.0109510284382849,1.3474334171929476
0.0147015717811882,1.3480349989211184
0.0178635279880836,1.3485397851759426
0.020723323454149,1.3489948703441867
0.0235683528590016,1.3494475287365701
0.0238702882197685,1.3494819488692247
0.026413623127155,1.3498850371978242
0.0298625198192894,1.350437166151176
0.0327076801331713,1.3508899914494124
0.0330096100806258,1.350924436455122
0.0361565241473726,1.35142698434192
0.0364639268373139,1.351462373285348
0.0396202626870945,1.351966547140336
0.0430691679357551,1.3525188860514508
0.0433711080113425,1.3525534386904519
0.0459144044434651,1.3529568489461525
0.0462163967313244,1.352991463312221
0.0499671481666155,1.3535936501236767
0.05371218099026,1.3541949150037365
0.0565580629045143,1.3546482107485605
0.0594038705457933,1.3551015689339405
0.0597058381536044,1.3551362515516383
0.0622640190413221,1.355542253199739
0.0651238931459374,1.3559979830725022
0.067968976625707,1.3564512879306878
0.0682709324173629,1.3564860553832734
0.0720233907923102,1.3570887927203539
0.0723399458802305,1.3571259504539508
0.0754722796846181,1.3576266929073675
0.0783175161341205,1.3580801635858744
0.0786194779793731,1.358114942606983
0.0817669194075279,1.3586182440678622
0.0820743102231063,1.3586539586422057
0.0858197118504904,1.35925573126086
0.0886646726285107,1.3597092539979534
0.0889666022849269,1.3597441100287053
0.0915099394042044,1.360148020448649
0.0918118383851833,1.360182825477388
0.0946865882142447,1.3606413126375199
0.0949885437730699,1.3606761738262654
0.0975320386933162,1.3610801895653737
0.1003770258976146,1.3615339295207054
0.1038409434841014,1.362089618153071
0.1041428830940276,1.3621245425293818
0.1072900090366602,1.3626281499376456
0.10760836629197,1.362665799579333
0.1101503109093755,1.3630697162388437
0.1135994186624884,1.3636231386965327
0.113901391508989,1.3636581325368096
0.1164594242000021,1.3640647675021693
0.1167613941361196,1.3640997231643304
0.1199084822437726,1.3646034633464224
0.1227536338265053,1.3650574837048561
0.1230556028313003,1.3650924957528645
0.1264937027008272,1.3656442222211083
0.1299425406614318,1.3661977967302241
0.1302444386528805,1.3662328323606798
0.133391632232815,1.3667367773924766
0.1362365576205775,1.367190937383127
0.1390815781778656,1.367645129851034
0.1393835106864571,1.3676802828859675
0.1425304485019296,1.3681843006213534
0.1453755130060017,1.3686386387647929
0.1488243948551826,1.3691925143232273
0.1491263409843668,1.3692277691170567
0.1516845347359776,1.3696348938142937
0.1519864927977323,1.3696701066678219
0.1551333828829229,1.3701742747121934
0.1585829026298597,1.370728404154319
0.1588848253595642,1.3707636679012554
0.1623343416722491,1.371317884780904
0.1657831999473273,1.371871997486227
0.1660851745982654,1.3719072842682973
0.1692322565359063,1.3724116390400034
0.1720775667927228,1.3728662574286818
0.1749226512038149,1.373320908009087
0.1752246165415272,1.373356236871836
0.1777834624517709,1.3737637000369254
0.1806290539680048,1.3742184502826196
0.1840778011828661,1.3747727365856037
0.1843797292676754,1.3748080784679173
0.1881305222050286,1.3754122027262552
0.1915795627282932,1.375966575042587
0.1944245716440491,1.3764213985286473
0.1947265435010194,1.3764567875073128
0.1981575224199332,1.3770083292084863
0.198459459003061,1.3770437528662678
0.2010175178875215,1.377451325886276
0.2013194728642702,1.3774867938264899
0.2050851404783316,1.3780936374329134
0.2079303151695057,1.3785486403554492
0.210790355107747,1.3790061639654287
0.2110924696899019,1.3790416821133598
0.2136361328884959,1.3794470095521454
0.2164815652067773,1.3799021418989552
0.2205341318622231,1.3805565207654122
0.2208361233933828,1.3805920677447132
0.2248894241638481,1.3812466154961642
0.2251913796644657,1.3812821328668643
0.2289426492643542,1.3818869072487252
0.2292446123319678,1.3819224686776506
0.2323918443289585,1.3824275815365101
0.2352367663406767,1.3828828723185602
0.2355386753915809,1.3829184617865509
0.2386855139047838,1.3834236008411578
0.2389874665532261,1.3834591812587136
0.2421495342277921,1.3839668992917022
0.2443907270208001,1.384322614560856
0.2446928126737475,1.384358245415184
0.2478400157997384,1.384863537175164
0.2481419429532252,1.384899186709524
0.2521761200623587,1.3855509809097226
0.2524780799867585,1.385586631363772
0.2556252818321809,1.3860920162077224
0.2596778033184819,1.3867469471022469
0.26314156857552,1.3873046873618753
0.2634434995125048,1.3873404227247734
0.265986823476851,1.387746252071175
0.2694355924031697,1.3883016611118617
0.2728843610966578,1.3888570788878123
0.2731863101944327,1.3888928409924155
0.2757295232731849,1.3892987429579287
0.2760424664011225,1.3893363730339463
0.2794808326871134,1.3898901777598802
0.2797828268376179,1.3899259926833036
0.2823412673315033,1.3903344835177083
0.2851863428368233,1.3907903826563779
0.2886355973314494,1.3913460884317614
0.2889375223894603,1.3913819716087057
0.2926884486805647,1.3919875872373182
0.2961374138831161,1.3925433959130626
0.2995862884563394,1.3930992102391209
0.2998882515239529,1.3931351535358902
0.3030352520872839,1.3936411174647094
0.3067813695524819,1.3942461366630192
0.3070833516540006,1.394282121321328
0.3102301470353268,1.394788148865247
0.3130758127081208,1.395244441782911
0.3159358209813945,1.3957031704812386
0.3162377916160039,1.3957392142658498
0.3193850425304845,1.3962454307623071
0.3228340047062374,1.3968015151333848
0.3256946297478862,1.3972603845776064
0.3259965922334231,1.3972964040809186
0.3291435625869781,1.3978026716570762
0.3320037920493632,1.3982615648059082
0.3354533129022456,1.398817881042953
0.3357552685192786,1.3988539449875441
0.3392189795849845,1.399412678391312
0.3426622673287056,1.399968058152632
0.3429642140399664,1.4000041728800716
0.3461121306172572,1.4005107509152814
0.3489575200947001,1.400967383766278
0.3524068205151707,1.4015238693114347
